anime_id,title,title_english,source,episodes,score,scored_by,rank,popularity
250,Konjiki no Gash Bell!!,Zatch Bell!,Manga,150,7.64,29753,1252,1191
35276,Tanoshii Ekaki Uta,,Original,6,4.4,5,12365,14189
10162,Usagi Drop,Bunny Drop,Manga,11,8.52,139627,97,256
20909,Kyoukai no Kanata: Mini Theater,,Original,7,6.83,7484,4194,2582
35776,Kingdom Hearts χ Back Cover,,Game,1,7.11,263,3167,9144
8079,Tamala 2010: A Punk Cat in Space OVA,,Original,2,6.13,158,7012,8935
28405,Ansatsu Kyoushitsu: Deai no Jikan,Assassination Classroom: Meeting Time,Manga,1,7.46,22433,1752,1576
33564,Armed Blue Gunvolt,,Game,1,5.91,1001,7534,4898
2337,Tetsujin 28-gou (2004),Tetsujin 28,Unknown,26,7.54,520,1539,6428
36256,Katainaka ni Totsuidekita ○-ssia Musume to H Shimakuru Ohanashi,,Digital manga,0,7.12,899,,6140
1844,Clamp Gakuen Tanteidan,CLAMP School Detectives,Manga,26,7.01,3301,3526,3831
3399,Rokushin Gattai GodMars,God Mars,Unknown,64,6.53,257,5495,7839
9691,Kyomu Senshi Miroku,,Manga,6,6.06,94,7205,9876
5030,Maria†Holic,Maria†Holic,Manga,12,7.13,56945,3085,713
31157,ClassicaLoid,ClassicaLoid,Original,25,6.48,3305,5671,2791
8900,Saru Getchu: On Air 2nd,,Game,51,6.49,72,5653,10209
36937,Virtua Fighter: Costomize Clip,Virtua Fighter Costomize Clip,Game,1,6.45,31,12617,11461
7807,Mahou Shoujo Lalabel: Umi ga Yobu Natsuyasumi,,Unknown,1,5.69,161,8021,9624
31908,"Ai think so,",,Music,1,5.48,259,8397,9847
2641,Doraemon: It&#039;s Winter!,Doraemon: It&#039;s Winter!,Unknown,1,6.66,249,4924,8869
18045,Koi to Senkyo to Chocolate: Koi Imouto!,,Visual novel,1,7,11684,3571,2677
18747,Hotaru Kagayaku,,Unknown,1,6,17,10511,12919
37665,Yoshida no Time Slip Fumai-kou,,Original,3,4.9,10,12777,13925
34790,Shin Biofermin S,,Other,0,4.9,10,12059,13764
2014,Taiho Shichau zo: Second Season,You&#039;re Under Arrest: Fast & Furious,Manga,26,7.48,2600,1711,4443
27573,Ubasuteyama,,Original,1,5.87,91,7657,11163
11073,Pokemon Introductory Recap,Ash&#039;s Journey,Game,1,6.69,2946,4810,4406
19875,Robotan,,Unknown,104,6.69,36,11896,11706
22619,Kero Kero Keroppi no Tomodachitte Ii na,,Unknown,1,6.13,24,10845,12619
9291,Hello Kitty no Cinderella,Hello Kitty in Cinderella,Unknown,1,6.48,197,5682,9509
37384,Fire Bird,Fire Bird,Unknown,1,4.62,26,10089,14037
15883,Fantasista Doll,Fantasista Doll,Original,12,6.23,7624,6643,2591
6571,Koume-chan ga Iku!,Here Comes Koume!,Manga,12,5.97,65,7421,9386
32950,RS Keikaku: Rebirth Storage,RS Project: Rebirth Storage,Original,1,5.58,1459,8241,4797
22653,Kero Kero Keroppi no Mitsubachi Daisoudou,,Unknown,1,6.44,16,10839,12889
25015,Kyoukai no Kanata Movie 1: I&#039;ll Be Here - Kako-hen,Beyond the Boundary: I&#039;ll Be Here - Past,Light novel,1,7.81,29873,860,1246
33840,Kabuki-bu!,Kabukibu!,Novel,12,6.65,3313,4970,3255
306,Abenobashi Mahou☆Shoutengai,Magical☆Shopping Arcade Abenobashi,Original,13,7.35,24360,2214,1398
30641,Yankee-kun na Yamada-kun to Megane-chan to Majo,,Manga,1,7.35,2514,2262,3526
32197,Kaijuu Sakaba Kanpai! Specials,,Original,13,4.83,12,10702,12830
36553,Nissin Cup Noodles China x Gintama,,Manga,3,7.17,726,2933,5980
9244,Nine 3: Kanketsu-hen,,Unknown,1,6.1,39,11477,11327
9417,The Monkey King Conquers the Demon,,Unknown,1,6.46,39,12421,11708
34500,Nanocore SP Lianxi Pian 2015 Xinnian Tebie Ban,,Original,1,4.28,43,11405,12371
5493,Ranma ½: Akumu! Shunmin Kou,,Manga,1,7.64,4046,1258,3909
34884,Keijo!!!!!!!! Specials,,Manga,6,6.59,1188,5255,4067
2981,Chika Gentou Gekiga: Shoujo Tsubaki,Midori,Manga,1,6.15,5649,6927,3366
2360,Choujin Densetsu Urotsukidouji 2,Urotsukidoji II: Legend of the Demon Womb (movie),Unknown,1,6.11,1105,,6571
2122,Captain Tsubasa: Saikyou no Teki! Holland Youth,,Unknown,1,6.99,1436,3589,6021
30480,Bara Bara Film,,Unknown,1,4.55,89,9335,11359
22013,Ghost in the Shell: Nyuumon Arise,,Unknown,26,7.16,1087,2959,4592
25681,Kamisama Hajimemashita◎,Kamisama Kiss Season 2,Manga,12,8.27,76289,265,588
34488,Gan Gan Ganko-chan,,Other,10,4.56,18,10164,11641
31430,Terra Formars Revenge,,Manga,13,6.87,25006,4055,1501
13367,"Kono Naka ni Hitori, Imouto ga Iru!",NAKAIMO - My Little Sister Is Among Them!,Light novel,12,6.78,61210,4404,694
2527,Kotetsu no Daibouken,The Adventures of Kotetsu,Unknown,2,5.91,736,7545,7151
3402,Sexy Sailor Soldiers,Sexy Sailor Soldiers,Manga,1,5.57,628,,7320
659,Azumanga Daioh: Gekijou Tanpen,,4-koma manga,1,7.09,18353,3224,2061
2338,Youjuu Kyoushitsu,Demon Beast Invasion,Manga,6,5.42,320,,8081
31269,Venus,,Original,1,3.96,48,12613,11993
894,Dragon Ball Z Movie 01: Ora no Gohan wo Kaese!!,Dragon Ball Z Movie 01: The Dead Zone,Manga,1,6.88,45326,3987,1154
97,Last Exile,Last Exile,Original,26,7.9,53548,699,689
3385,Dorei Ichiba,Slave Market,Unknown,3,6.34,958,,6339
33940,Best Care Group,,Original,3,5.46,39,9707,13080
2043,Cat&#039;s Eye,,Manga,73,7.24,3763,2639,3697
29886,Bogeul Bogeul Bomulseon,Submarine Bubble Bubble,Unknown,1,5,10,9722,12680
36841,Sousha wa Tada Senaka to Teikin de Kataru Nomi,,Original,1,5.73,99,7937,11118
10497,Hetalia World Series Specials,Hetalia World Series Extra Episodes,Web manga,4,7.79,8089,895,2873
29027,Shinmai Maou no Testament OVA,,Light novel,1,7.14,29884,3059,1445
4443,Duel Masters Charge,,Original,52,6.32,1761,6303,5653
30458,"Tokyo Ghoul: ""Jack""",,Manga,1,7.62,62949,1313,772
18851,Fate/kaleid liner Prisma☆Illya: Undoukai de Dance!,Fate/Kaleid Liner Prisma Illya: Dance at the Sports Festival!,Manga,1,6.81,14701,4266,2113
33219,Kagerou Daze: In a Day&#039;s,,Music,1,6.88,376,3996,3700
33245,Ame-iro Cocoa in Hawaii,Rainy Cocoa in Hawaii,Digital manga,12,4.8,731,9197,5446
1347,Bubblegum Crisis,,Original,8,7.33,8049,2297,2491
37828,Bokura no Nanokakan Sensou,,Novel,0,0,0,,11185
6325,Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,,Manga,1,7.47,62047,1738,827
18759,Captain the Movie,,Unknown,1,6.68,25,9795,11777
555,Koutetsu Tenshi Kurumi 2,Steel Angel Kurumi 2,Original,12,6.38,4193,6080,3835
9858,Bakusou Kyoudai Let&#039;s & Go!! WGP Bousou Mini Yonku Daitsuiseki,,Manga,1,6.69,175,4783,9543
10306,Umi Monogatari: Kanon to Iku Amamikoshima,Umi Monogatari: Seeing Amamiko Island with Kanon,Game,13,6.32,239,6329,7656
15139,Tsuki no Miya no Oujo-sama,,Original,1,5.55,51,8288,11363
21019,Nunbori,Noonbory and the Super Seven,Unknown,26,6.73,11,11540,13035
18397,Shingeki no Kyojin OVA,,Manga,3,7.88,98624,746,455
29722,"Eikoku Ikka, Nihon wo Taberu",Sushi and Beyond,Book,24,6.51,151,5549,8495
15579,Shinkai Densetsu Meremanoid,,Unknown,24,6.11,18,12083,10537
27373,Sore Ike! Anpanman: Otanjoubi Series,,Unknown,12,5.81,16,12221,12737
36374,Flamingo Waltz,,Original,1,3.38,8,10091,14270
33489,Little Witch Academia (TV),Little Witch Academia,Original,25,8.13,95645,402,300
30367,Lemon Home Animation Gekijou,,Original,3,4.53,230,9353,9958
13931,Bishoujo Senshi Sailor Moon: Sailor Stars - Hero Club,,Unknown,3,7.38,1657,2098,4749
10020,Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,OreImo Specials,Light novel,4,7.57,83849,1435,658
5150,Hatsukoi Limited.,Hatsukoi Limited,Manga,12,7.4,29779,2019,1279
24139,Tokyo Babylon: Vision,,Unknown,1,5.46,339,8443,8767
2539,Itazura The Animation,G-Spot Express,Visual novel,2,6.7,2526,,4709
19941,Kimu no Juujika,,Unknown,1,6.22,9,10883,12852
2894,Kinbaku no Yakata: Ryakudatsu,Bondage Mansion,Unknown,2,5.51,622,,7242
23201,Sengoku Basara: Judge End,Sengoku BASARA: End of Judgement,Game,12,6.94,6802,3791,2776
5310,Macross F Movie 1: Itsuwari no Utahime,Macross Frontier: The False Songstress,Original,1,7.9,12097,701,2469
30148,Kamiusagi Rope Specials,,Original,2,4.79,19,10742,12579
100,Shin Shirayuki-hime Densetsu Prétear,Prétear: The New Legend of Snow White,Manga,13,7.3,20962,2442,1686
35910,McDull: Fan Bao Qibing,McDull: Rise of the Rice Cooker,Other,1,6.63,8,11204,14084
28617,Punch Line,Punch Line,Original,12,7.11,53436,3188,643
11897,Nendo no Tatakai,,Unknown,1,3.13,1079,9513,7409
31494,Mini-Chara Macross,,Original,1,5.27,117,8739,9575
19137,EDEN,,Unknown,1,5.65,912,8100,7476
8567,Rusuban,Home Alone,Unknown,1,5,17,11909,12795
9348,Chibi Maruko-chan: Watashi no Suki na Uta,,Unknown,1,7.07,229,3296,8925
32668,Noblesse: Awakening,,Web manga,1,7.7,23006,1113,1653
7781,Gothicmade: Hana no Utame,,Unknown,1,5.74,35,10267,6337
4650,Seihou Bukyou Outlaw Star Pilot,Outlaw Star,Manga,1,7.08,1827,3282,4977
12791,Yankee Reppuu-tai,,Unknown,6,5.8,15,12742,11506
12419,Guilty Crown Kiseki: Reassortment,Guilty Crown Locus: Reassortment,Original,1,7.25,11318,2611,2299
2847,Pokemon Diamond & Pearl: Dialga vs. Palkia vs. Darkrai,Pokemon: The Rise Of Darkrai,Game,1,7.33,32505,2320,1509
36919,Shuwarin☆Dorimin,,Manga,1,5.91,201,7552,9457
15051,Love Live! School Idol Project,Love Live! School Idol Project,Other,13,7.62,118299,1300,305
6568,Bokura no Saibanin Monogatari,Our Jury Story,Unknown,1,5.53,54,8312,10655
10716,Towa no Quon 5: Souzetsu no Raifuku,Towanoquon: The Return of the Invincible,Original,1,7.67,12773,1179,2489
13863,Arve Rezzle: Kikaijikake no Yousei-tachi,,Light novel,1,6.38,9731,6067,2595
22381,Nandaka Velonica,,Unknown,10,6.08,314,7153,8566
8644,Sylvanian Families,Sylvanian Families - Magic Tricks And Other Adventures,Other,3,5.67,30,12313,12023
18325,Dokkaebi Bangmang-I,,Unknown,1,4.86,14,9989,12885
9446,Sore Ike! Anpanman: Niji no Pyramid,,Unknown,1,5.75,36,12217,11527
32637,Usawaltz,,Original,1,5.2,73,8842,11807
2063,Rhea Gall Force,Rhea Gall Force,Original,1,6.4,591,6004,7571
2097,Tokumu Sentai Shinesman,Special Duty Combat Unit Shinesman,Manga,2,6.98,944,3655,6961
35061,Ohanashi de Te Koi,,Radio,5,6.2,5,11575,14163
4557,Handle With Care..,,Unknown,1,5.27,125,,9231
18151,Saimin Jutsu Zero,,Visual novel,2,6.41,1043,,5992
34286,KiyaKiya,,Original,1,5.32,28,10910,12967
4010,Arai Men to YuYu The Animation,,Manga,2,6.86,3785,,3908
34999,Kiitarou Shounen no Youkai Enikki: Jonan no Saijitsu,,Web manga,1,6.14,284,6964,6809
7465,Eve no Jikan (Movie),Time of Eve,Original,1,8.17,40535,344,1010
34179,Ima no Watashi ni Dekiru Koto...,,Original,2,5.63,138,8138,9655
18583,Kangetsu Ittou: Akuryou Kiri,,Unknown,2,5.25,16,10765,12238
19073,Hoshigari Hime no Bouken,,Unknown,1,5.85,20,10508,13156
1527,Pokemon: Senritsu no Mirage Pokemon,,Game,1,6.57,9018,5343,2940
34642,Shingeki no Bahamut: Genesis - Short Story,,Game,2,7.16,5339,2980,3347
9785,Detective Conan: Conan vs. Kid - Shark & Jewel,,Unknown,1,7.76,1084,965,5276
29759,Korokoro Animal 2,,Unknown,63,5.83,6,10973,13450
3727,Doraemon Movie 01: Nobita no Kyouryuu,Doraemon the Movie: Nobita&#039;s Dinosaur,Manga,1,7.31,1375,2380,6485
24023,Project758,,Unknown,0,0,0,,8865
941,Renkin San-kyuu Magical? Pokaan,,Original,12,7.07,7178,3317,2585
2226,Mori no Tonto-tachi,,Unknown,23,6.17,130,6877,10144
979,Street Fighter Zero The Animation,Street Fighter Alpha: The Movie,Game,1,6.64,7355,5037,3481
31553,Charlotte: Tsuyoimono-tachi,,Original,1,7.56,36163,1456,1292
3620,Blue Seed Omake,,Unknown,14,7.03,964,3443,6646
3702,Detroit Metal City,Detroit Metal City: The Animated Series,Manga,12,8.22,73042,290,627
32730,Love Live! x Watering KissMint Collaboration CM,,Original,1,6.66,1348,4936,5761
19319,Gundam Build Fighters,Gundam Build Fighters,Original,25,7.92,20410,658,1722
36747,1/100 Train Station,1/100 Train Station,Original,1,5.39,93,8554,11473
3165,Hidamari Sketch Specials,,4-koma manga,2,7.57,8449,1427,3071
18689,Diamond no Ace,Ace of Diamond,Manga,75,8.2,48960,312,787
17419,Dog Days&#039; Specials,,Unknown,13,6.87,1852,4030,4499
2671,Doraemon Movie 03: Nobita no Daimakyou,Doraemon the Movie: Nobita and the Haunts of Evil,Unknown,1,7.25,907,2605,7173
8365,Crayon Shin-chan Movie 13: Densetsu wo Yobu Buriburi 3 Pun Dai Shingeki,,Manga,1,6.84,588,4139,7561
2403,Kodomo no Jikan (TV),,Manga,12,7.03,38069,3462,1054
35500,Yuri!!! on Ice Movie,,Original,1,0,0,,2899
24429,Daze,,Unknown,1,7.32,2438,2328,5235
2792,Panzer Dragoon,,Game,1,3.21,744,9509,7529
1346,AD Police,AD Police Files,Original,3,6.4,3370,5984,3964
13083,Fushigi na Kusuri,,Unknown,1,5.58,130,8228,10510
34014,Hoshi no Oujisama Petit☆Prince Specials,The Adventures of the Little Prince,Book,4,5.75,12,10503,13538
15957,Dokachin,,Unknown,26,5.5,14,9985,12361
16606,C.L.A.Y.,,Unknown,1,3.48,1184,9496,7200
3265,Princess Tutu Recaps,,Original,3,6.82,1886,4250,5054
1189,Eden&#039;s Bowy,,Manga,26,6.62,1714,5111,5028
7048,Crush Gear Nitro,,Unknown,50,6.43,350,5866,8529
6346,Cherry no Manma,Cherry no Manma,Manga,1,4.89,673,9128,7873
1898,Hikari to Mizu no Daphne Specials,,Original,2,6.82,1079,4237,6433
27825,Dragon Nest: Warriors&#039; Dawn,Dragon Nest: Warriors&#039; Dawn,Game,1,7.33,1272,2303,5912
3235,Magma Taishi,Ambassador Magma,Manga,13,5.85,107,7696,9343
27815,Cardfight!! Vanguard G,Cardfight!! Vanguard G,Original,48,6.8,2927,4305,4169
29730,Ienai Koto The Animation,,Manga,2,6.21,1091,,6059
147,Kimi ga Nozomu Eien,Rumbling Hearts,Visual novel,14,7.35,52858,2238,829
7900,Super Child,,Unknown,1,2.89,346,9516,8937
1648,UFO Princess Valkyrie 4: Toki to Yume to Ginga no Utage,"UFO Ultramaiden Valkyrie 4: Banquet of Time, Dreams, and Galaxies",Manga,2,6.96,1976,3721,5066
13757,Mashiro-iro Symphony: The Color of Lovers Picture Drama,Mashiroiro Symphony Picture Drama,Unknown,2,6.54,2271,5457,4460
34925,Butten Monogatari,,Other,12,3.2,5,9785,14063
36757,Happy☆Twinkle,,Original,1,6.15,26,10349,12047
37562,Robot Girls Neo,,Original,2,0,0,,9352
10330,Bakugan Battle Brawlers: Mechtanium Surge,Bakugan: Mechtanium Surge,Unknown,46,6.26,8142,6543,3090
32013,Oshiete! Galko-chan,Please tell me! Galko-chan,Digital manga,12,7.19,38642,2862,1018
8486,Kihei Senki Legacies,,Unknown,1,4.52,188,9356,8804
5986,Tengai Makyou: Jiraiya Oboro-hen,,Unknown,2,6.39,33,12390,11089
30743,Kanadian Families: Episode Zero,,Original,1,5.96,67,7440,10333
31229,Servamp,SERVAMP,Manga,12,7.11,44740,3187,719
2546,Alps Monogatari: Watashi no Annette,,Unknown,48,6.72,905,4647,6669
35004,T-sensei,"My teacher, Mr. T",Manga,0,6.6,10,12319,9681
1979,Tobira wo Akete (1995),,Unknown,1,6.11,1435,7072,6181
8057,Shin Koihime†Musou: Otome Tairan,,Visual novel,12,7.14,6265,3055,3041
18589,Hello Kitty no Minna no Mori wo Mamore!,,Unknown,1,6.4,35,10394,11711
6428,Psychoarmor Govarian,,Original,26,6.41,79,5973,9554
33723,Mahou Shoujo? Naria☆Girls Nama de Anime wo Tsukuru Sama,,Original,12,4.28,36,11130,10184
530,Bishoujo Senshi Sailor Moon,Sailor Moon,Manga,46,7.73,96014,1029,423
2969,Appleseed Saga Ex Machina,Appleseed: Ex Machina,Unknown,1,7.44,18664,1839,2065
7967,Hiroshima ni Ichiban Densha ga Hashitta,,Unknown,1,6.5,62,5604,9940
23347,Gan to Gon,,Unknown,260,5.76,17,10166,11945
2767,Taneyamagahara no Yoru,,Other,1,5.71,923,7982,5808
1967,Mobile Suit Zeta Gundam: A New Translation - Heir to the Stars,Mobile Suit Zeta Gundam: A New Translation - Heir to the Stars,Original,1,7.28,3624,2497,4124
5454,Yoku Wakaru Gendai Mahou,Modern Magic Made Simple,Light novel,12,6.53,6889,5500,2710
2802,Candy Candy: Candy no Natsu Yasumi,Candy Candy: Candy&#039;s Summer Vacation,Unknown,1,6.79,479,4353,7729
30378,Sanzoku Diary,,Manga,1,5.57,14,11960,10930
2344,Choujin Densetsu Urotsukidouji: Inferno Road,Urotsukidoji IV: Inferno Road,Unknown,3,5.65,590,,7359
584,Noein: Mou Hitori no Kimi e,Noein: to your other self,Original,24,7.7,22950,1115,1249
22173,Yume 10 Yoru,Ten Nights&#039; Dreams,Original,1,3.52,297,9491,9505
8155,Gegege no Kitarou: Gekitotsu!! Ijigen Youkai no Daihanran,Spooky Kitaro: Crash!! The Great Rebellion of the Multi-Dimensional Yōkai,Unknown,1,6.3,55,6382,10301
9287,Inyouchuu Shoku: Ryoushokutou Taimaroku - Kanzenhan,Inyouchuu Shoku,Visual novel,1,6.33,702,,6592
3326,Inaka Isha,Franz Kafka&#039;s A Country Doctor,Other,1,6.8,5600,4318,3350
34532,Terra Formars OVA,,Manga,1,0,0,,4987
36423,Zhandou Wang Zhi Jufeng Zhan Hun,Infinity Nado,Original,52,6.4,10,12846,13342
36824,Huyao Xiao Hongniang: Nan Guo,Fox Spirit Matchmaker 6th Season,Manga,0,7.5,344,1636,6546
2415,Super Fishing Grander Musashi,,Unknown,25,7,1122,3579,6415
6305,Life no Color,,Unknown,1,5.62,880,8157,7170
36904,Aggressive Retsuko (ONA),Aggretsuko,Original,10,7.9,6644,692,3267
36646,Daitai 3-bu de Wakaru .hack History,,Other,1,6.18,125,6827,9079
9510,Mitsudomoe Zouryouchuu!,,Unknown,8,7.79,18632,907,2059
6072,Juuippiki no Neko to Ahoudori,Eleven Cats and an Albatross,Picture book,1,5.84,60,7695,10276
25615,Genki Genki Non-tan (2006),,Unknown,10,5.88,8,10204,13092
23055,Kangaeru Renshuu,Imagination Practice,Original,1,4.22,157,9419,10404
30400,Yakusoku,Promise,Unknown,1,4.87,71,9154,11498
5907,Mujigen Hunter Fandora,Dream Dimension Hunter Fandora,Unknown,3,5.78,288,7848,8266
1692,_Summer,,Visual novel,2,5.8,4051,7814,4081
5131,Groizer X,Gloizer X,Unknown,36,6.41,114,5959,9849
33879,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Shiiron Tankentai! Sumidagawa no Chikai - Omoide n,,Manga,2,7.07,27,10932,11386
33686,Cyborg 009: Call of Justice 2,,Manga,1,6.65,631,4956,7239
35949,Mobile Suit Gundam Thunderbolt: Bandit Flower,,Manga,1,7.32,673,2350,5841
3982,Kairaku Satsujin Chousakan Kouji,Demon Warrior Koji,Unknown,3,5.83,287,,8520
566,Tetsuwan Birdy,Birdy the Mighty,Manga,4,7.18,6694,2908,2803
30600,Military! Special,,4-koma manga,1,5.43,1608,8494,5886
30397,Mori no Kuma-san,The Bear,Unknown,1,5.14,69,8906,11892
3427,Oni-Tensei,,Original,4,6.33,623,,7158
35535,Kaiten Mokuba ni Boku to Neko,,Original,1,4.3,23,10713,13951
10607,Rerere no Tensai Bakabon,,Manga,24,6.44,59,5851,10645
7972,Chi&#039;s Sweet Home OVA,,Manga,1,7.46,2500,1759,4693
8908,Tales of Symphonia The Animation: Kaette Kita Kratos-sensei no Private Lesson,,Game,1,6.87,1724,4054,5033
34197,"Trickster: Edogawa Ranpo ""Shounen Tanteidan"" yori OVA",,Original,2,6.2,335,6769,5018
31563,"Ano Hi, Bokura wa Senjou de: Shounenhei no Kokuhaku",,Other,1,6.72,36,9608,11215
29467,Bubaga,Bubaga,Unknown,8,6,6,9757,13369
10941,Mushi no Tameiki,,Unknown,1,5.46,356,8436,9230
24261,Hitsugi no Chaika OVA,,Light novel,1,7.08,13123,3264,2243
6299,Maria-sama ga Miteru 4th Specials,Keep it a Secret from Maria-sama,Light novel,11,7.36,1835,2194,5260
30206,Amagi Brilliant Park: Nonbirishiteiru Hima ga Nai!,,Light novel,1,7.31,26168,2370,1629
93,Mobile Suit Gundam SEED,Mobile Suit Gundam SEED,Original,50,7.88,65885,744,761
30777,Kaijuu Sakaba Kanpai!,,Original,13,4.95,42,10701,10229
2257,Taiyou no Kiba Dagram,,Unknown,75,7.82,570,851,6253
33691,Tsukiyo to Megane,The Moonlight and the Glasses,Book,1,5.15,27,12511,13423
2938,Idol Densetsu Eriko,,Original,51,6.86,671,4068,6444
24619,Tenkuu Senki Shurato Recaps,,Unknown,2,6.45,61,5825,10741
1290,WXIII Kidou Keisatsu Patlabor,Patlabor Movie 3: WXIII,Original,1,6.86,3238,4093,4333
32376,Kindaichi Shounen no Jikenbo Returns 2nd Season: Akechi Keibu no Jikenbo,,Unknown,1,7.24,489,2652,8307
28537,Garo: Guren no Tsuki,Garo: Crimson Moon,Original,23,5.92,5359,7518,2532
12165,Niji no Kanata e! Shoujo Diana Monogatari,,Unknown,1,5.83,30,11467,11228
31266,Wall,,Original,1,5.06,62,8989,11693
8551,Dr. Slump Movie 11: Dr. Mashirito & Abale-chan,Dr. Slump: Dr. Mashirito and Abale-chan,Manga,1,5.99,254,7366,8774
2500,The Cockpit,,Manga,3,7.32,2865,2364,4339
3947,Jarinko Chie (TV),,Manga,64,6.71,63,4704,9676
2733,MiniPato,Mobile Police Patlabor Minimum,Original,3,6.59,765,5256,6704
29373,Bip to Bap,The Adventures of Bip & Bap,Unknown,4,5.75,12,9715,13429
1533,Ai Tenshi Densetsu Wedding Peach,Wedding Peach,Manga,51,6.77,6410,4433,3111
25259,Persona 4 the Animation: A Brief Lesson on Izanagi & Izanami,,Unknown,1,6.76,770,4509,5440
4262,Koihime†Musou,,Visual novel,12,6.86,15079,4073,1890
8676,Amagami SS,Amagami SS,Visual novel,25,7.51,94352,1600,372
12485,Gregory Horror Show: The Bloody Karte,,Original,12,6.09,248,7111,9252
35156,High & Low: G-Sword,,Other,5,5.29,54,8700,11550
22313,Shinken Densetsu: Tight Road,,Unknown,13,5.22,9,12085,11415
606,Kazemakase Tsukikage Ran,Carried by the Wind: Tsukikage Ran,Original,13,7.17,3535,2925,3730
32309,Tabi Machi Late Show,,Original,4,6.25,3561,6598,4333
33041,Bubuki Buranki: Hoshi no Kyojin,BBK/BRNK: The Gentle Giants of the Galaxy,Original,12,6.98,7350,3632,2778
16820,Lightning Atom,,Unknown,1,5.57,14,11076,13000
1166,Sakura Taisen: Gouka Kenran,Sakura Wars: The Gorgeous Blooming Cherry Blossoms,Unknown,6,6.95,1028,3756,6170
10271,Gyakkyou Burai Kaiji: Hakairoku-hen,Kaiji: Against All Rules,Manga,26,8.28,46628,255,1009
35577,Gerotan,,Original,6,4.83,6,10215,13980
3724,Taiko no Tatsujin,Taiko Drum Master,Unknown,26,6.2,146,6759,9427
37843,"""Kiss Dekiru Gyoza"" x Mameshiba Movie",,Other,2,4.3,23,9535,13427
7112,Ginga Tetsudou no Yoru: Fantasy Railroad in the Stars,,Novel,1,6.55,273,5404,7775
21961,Sore Ike! Anpanman: Minna Atsumare! Anpanman World,,Unknown,1,5.67,21,12215,12230
298,.hack//Tasogare no Udewa Densetsu,.hack//Legend Of The Twilight,Manga,12,6.7,28031,4739,1474
11717,Hoshi no Kirby: Pilot,,Game,1,5.74,563,7916,7943
11307,Ginga Patrol PJ,,Unknown,26,6.63,200,5061,9572
31145,Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu Picture Drama,,Unknown,1,7.17,1495,2916,4657
12403,Yuru Yuri♪♪,YuruYuri: Happy Go Lily ♪♪,Manga,12,7.92,63352,669,793
12613,Morizo to Kikkoro,,Unknown,52,5.56,16,11334,12752
1578,Koisuru Tenshi Angelique: Kokoro no Mezameru Toki,Loving Angel Angelique: When Hearts Awaken,Game,13,6.99,2660,3605,4006
14647,Tantei Opera Milky Holmes: Alternative,,Card game,2,6.57,1767,5349,5179
8074,Highschool of the Dead,High School of the Dead,Manga,12,7.36,479492,2184,32
2997,Hi no Tori: Houou-hen,Phoenix: Karma Chapter,Manga,1,7.05,687,3367,7188
2699,Uchuu Kaizoku Mito no Daibouken,Space Pirate Mito,Unknown,13,6.55,414,5430,7699
6107,Aruhi no Clamp Gakuen Tanteidan,CLAMP School Detectives Shorts,Manga,13,6.32,214,6304,8614
3686,Tokimeki Memorial: Only Love Specials,,Original,2,6.75,1746,4556,5413
16552,Heong-geuli Beseuteu 5,,Unknown,1,4.36,11,10424,12561
34039,L&#039;Œil du Cyclone,,Music,1,5.78,134,7845,10973
35851,Sayonara no Asa ni Yakusoku no Hana wo Kazarou,,Original,1,8.22,873,292,2227
3160,Houkago Mania Club: Koi no Hoshii no,After School Mania Club,Visual novel,2,5.37,712,,6645
24991,No Game No Life Specials,,Light novel,6,6.8,45771,4327,940
11729,Space Neko Theater,Space Neko Theater,Unknown,1,5.35,403,8615,8978
1815,Shakugan no Shana Movie,Shakugan no Shana: The Movie,Light novel,1,7.44,25046,1865,1552
350,Ojamajo Doremi,Magical DoReMi,Original,51,7.2,11909,2819,2296
31559,Prince of Stride: Alternative,Prince of Stride: Alternative,Visual novel,12,7.02,45880,3506,833
23829,Komatsu Sakyo Anime Gekijou,,Original,24,5.86,14,10953,12220
30267,Chan Shuo A Kuan,,Unknown,1,5.33,9,9811,13709
31257,Spacy,,Original,1,5.24,104,8769,10795
37102,Xiong Chumo Zhi: Tanxian Riji,Boonie Bears: The Adventurers,Original,52,4.67,9,12715,14018
3250,Daishikkin Helena,Elfen Laid,Original,2,5.95,1245,,5919
19433,Sore Ike! Anpanman: Omusubiman,,Unknown,1,5.48,21,12220,12325
7243,Suisei,Aquatic,Unknown,1,5.2,448,8839,8591
30263,Hello Kitty no Shirayuki-hime (OVA),Hello Kitty in Snow White,Unknown,1,6.1,49,10406,11713
33389,Genbanojou,,Original,1,5.58,12,10198,9143
34503,KochinPa! Dainiki,,Other,24,4.59,202,9325,8997
2917,Seijun Kango Gakuin,Nurse Me!,Unknown,3,6.4,821,,6526
543,Vampire Hunter D (2000),Vampire Hunter D: Bloodlust,Novel,1,7.93,50185,645,975
6892,Yokorenbo: Immoral Mother,,Visual novel,2,6.91,2372,,4704
2499,Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu,,Unknown,1,7.75,4714,1002,3790
